Ordered Red Sauce Veg Pasta got it delivered at friends house and the taste was not that great average and the richness in the pasta was lagging .I felt it could have been better with the gravy and sauce a Lil thick it was a but watery ...Heard a lot from this place a bit disappointed. .. hoping to get to order again and hopefully it will be better	3.0	9/22/2018 12:10	déconseillé	La Taverne du Chevalier	Hospitality and service: 5	2019-06-28	Sole meunière;Couques de Dinant;Sole meunière;Boulets à la liégeoise	77.14999999999999	19	20	Quentin Sanches	Avis offensant
Ignored this restaurant for almost a year thinking that it would be a regular bakery. But now I regret.They make amazing pizzas and so many authentic cakes. Ambiance is cool. Good place to hang out with friends and colleagues.Must try - Smoked pizza, banana cake, carrot cake, freshly baked breads...Don't miss the filter coffee...	4.0	9/11/2018 16:36	recommandé	Le Bistrot de la Mer	Hospitality and service: 5	2017-11-23	Salade Lyonnaise;Galette complète	47.12	10	13	Mélanie Guzmán	Avis offensant
Visited this place yesterday..Ambience is quite good. Ordered hazelnut coffee,peach iced tea, red sauce pasta and paneer pizza. Coffee was totally amazing..pizza was freshly baked and tasted very good...Pasta was average only.. overall a good place to hangout with friends..	4.0	9/10/2018 19:23	recommandé	La Belle Étoile	Hospitality and service: 0	2018-09-22	Tournedos Rossini	19.42	14	15	Ethan Rodriguez	Avis mensonger
This place has freshly baked stuff, probably the best you'd find in this locality but the beverages are just about average!The Danish custard and banana cake have made their place permanent in my orders since I am quite frequent here. All cheese puff had a very soft texture but came with a lot of chilli's. The mushroom spinach puff is good. Special omlette didn't really match my expectations here. For the main course, I've tried tuna melt sandwich, egg salad sandwich, double cheese margherita pizza, smoke chicken cherry and mushrooms pizza and red sauce pasta and all of them were good. So all my points go for the food here.Capuccino, latte or filter coffee for that matter didn't really please me. Even the peach iced tea wasn't that great.Pretty Ambience, good food and not that great drinks!	4.0	9/8/2018 20:12	recommandé	La Maison du Pho	Hospitality and service: 4	2019-07-15	Kimchi;Kung Pao Chicken	18.490000000000002	7	8	Julien Alvarez	Avis mensonger
My absolute go-to- place! This place is a blessing for me since it serves amazing coffee. Also absolutely near to my office so I can hop in whenever I want.Ambience: Love it! Not too fancy Not too boring. Just about right !Food and Coffee: LOOOOVEEE it! Everything you eat there is absolutely fresh! I just love the donuts, sandwiches and the coffee! I have tried almost everything on their menu and I guarantee that nothing will disappoint you.Must try: Egg Salad Sandwich in Focaccia bread ❤️ any coffee and the Nutella BriochePrice: Affordable with a guaranteed smile when you leaveService: Amazing staff!	5.0	9/1/2018 1:37	recommandé	Le Petit Gourmet	Delivery: 1	2019-02-17	Brandade de morue;Navarin d'agneau	42.68	11	12	Quentin Gutierrez	Avis offensant
The Old Madras Baking Company. How posh does it sound and what a spectacular ambience. This place is a must try for breakfast lovers! 😎They have really amazing bread rolls and bakery items available for purchase. I’ve tried their garlic bread, the English bread, their croissants, Chocolate muffins, custard and chocolate danish, brownies: all worth it!Over breakfast, I tried the triple cheese sandwich- found it quite average, the white sauce pasta was delicious though. I’ve also tried the mushroom sandwich with other veggies: super amazing!Although the price point is probably a little on the higher side, it’s worth a try!🙂	4.0	8/31/2018 21:50	recommandé	Le Bistrot du Coin	Hospitality and service: 1	2019-03-18	Brandade de morue	29.48	10	13	Jules Santos	Avis mensonger
Whenever I crave to have a good cup of coffee, this is the place i want to head to!Their Madras coffee is soothing, refreshing and amazing!!I tried their cappuccino, but i will go back to have the Madras coffee again probably!!They bake their own breads, so the sandwiches are a must try!We ordered grilled chicken sandwich and egg sandwich with focaccia bread and trust me they were mouth watering!! The stuffing was adequate, and it had the PERFECT crunch!!Also i will vouch for their grilled chicken salad. It is loaded with chicken and veggies and are so filling!!They also have counter with freshly baked cakes, muffins, breads and cookies!!So, though the menu isn’t that elaborate but whatever they are offering it is quite good!!Price wise its ok with the quality and the quantity of the stuff they are providing!They have both indoor and outdoor seating area..so do choose according to the weather outside!!Though the service is bit slow, you can relax by sipping a cup of coffee...chatting away or reading a book in cafe!! Right!	4.0	8/28/2018 1:03	recommandé	La Brasserie Française	Hospitality and service: 2	2019-08-09	Navarin d'agneau;Tartare de boeuf	21.89	16	18	Ethan Bernard	Avis mensonger
I didn't give a 5 because I felt everything is a bit costly here.But the bagel and cream cheese is a must try,it's delicious.Bagel costed 50 bucks plus cream another 50.	4.0	8/19/2018 20:21	recommandé	Brasserie de la Gare	Hospitality and service: 1	2019-06-19	Laksa;Laksa	30.65	18	20	Léane Costa	Avis mensonger
Loved the bakery.. they have bunch of bakery items to try along with pasta , pizza , sandwiches and soups.Ambience and delivery time is just apt for an evening hangout place....Things to try for sure : Carrot cake , Victoria cake , bagel and cream cheese	4.0	8/16/2018 11:55	recommandé	Le Bistrot des Copains	Hospitality and service: 1	2018-09-03	Crème brûlée	17.58	9	10	Kylian Martinez	Avis mensonger
The croissants served with scrambled eggs is an awesome start for the day. The scream led eggs are really nice, soft and delicious but I was disappointed by the special omelette, which is costlier than the scrambled eggs but not tastes better than that. I tried scrambled eggs , omelette and special omelette. I must say that scrambled eggs are my favourite.	3.0	8/15/2018 18:30	déconseillé	La Trattoria	Delivery: 3	2019-07-21	Osso Buco;Spaghetti alla Carbonara	36.18	13	14	Océane Liu	Avis offensant
Egg Salad and Cappuccino were good!Chilli Garlic Cheese Toast could have more of cheese and spice added to it!Brownie Shake required a lot of improvements!Not that great place!	2.0	8/11/2018 3:09	déconseillé	L'Auberge Provençale	Hospitality and service: 2	2019-07-26	Brandade de morue;Crème brûlée	50.92	11	14	Gaspard Morales	Avis offensant
Visited this cafe on Sunday evening and was a little disappointed to see hardly any baked item available on display; So we stuck to their menu.We had ordered Hot Chocolate, Apple Iced Tea, Chicken Melt Sandwich and Fizzy Lemonade.Service is very quick and all the items freshly prepared and served in a jiffy.The place is tad bit pricy but worth it.	4.0	8/6/2018 17:11	recommandé	La Cucaracha	Hospitality and service: 2	2018-12-20	Sopes;Cochinita Pibil	36.53	12	15	Raphaël Jackson	Avis offensant
Very pathetic service. 37 mins and still waiting for a cup of coffee. If you are a coffee shop and you can't provide a cup of coffee in 10 mins, you should shut down...	1.0	8/5/2018 17:43	à éviter d'urgence	Restaurant Tokyo	Hospitality and service: 0	2019-04-22	Miso Soup;Bulgogi;Miso Soup;Bulgogi	87.27000000000001	11	14	Éva Ho	Avis offensant
Your bagels reminded me of New York. Need I say more...Never thought I would find that authentic Jewish taste outside of Israel and Big Apple ever. So a “Big thank you” !	5.0	8/4/2018 8:33	recommandé	Le Lotus Bleu	Hospitality and service: 2	2018-08-28	Miso Soup	29.43	20	21	Lucie Barbier	Avis mensonger
worst horrible	1.0	7/31/2018 17:49	à éviter d'urgence	La Maison du Sushi	Hospitality and service: 0	2018-10-03	Sushi;Tempura	47.91	7	8	Raphaël Duarte	Avis mensonger
Especially when you thought that this place was closed down the surprise when you find it to be open and running as efficiently and beautiful years before you immediately want to enjoy the food and so I did it was extremely delicious and lip smacking and I also recommended 20 of my friends to visit there I hope this restaurant gets more business I would like to give this place Four Stars	3.0	7/30/2018 20:05	déconseillé	Taqueria El Paso	Hospitality and service: 2	2018-10-12	Carnitas	22.51	14	15	Thibaut Liu	Avis offensant
Great breads. Been buying regularly and the consistency is amazing in the breads.My only gripe - wish the dark chocolate cookie was equally consistent. On some days it's great, but feels stale on other days.Fantastic place nonetheless.	5.0	7/30/2018 10:47	recommandé	Restaurant Tokyo	Hospitality and service: 5	2019-05-27	Satay	17.2	11	14	Marie Henrique	Avis offensant
Ordered for egg white omlette but got regular omlette.	1.0	7/29/2018 10:20	à éviter d'urgence	El Rancho	Hospitality and service: 5	2019-04-07	Sopes;Guacamole;Fajitas	76.22999999999999	15	18	Nolan Blanc	Avis mensonger
I bought an assortment of bakery products from here but I have to say I've had far superior before. The pastry was alright, the cookie was too moist, the banana cake was good and the croissants were soggy.Overall, just a one time visit.	3.0	7/22/2018 23:44	déconseillé	La Crêperie de Bruges	Hospitality and service: 1	2019-01-06	Satay;Lapin à la Kriek	33.410000000000004	14	15	Lucie Pinto	Avis offensant
We had gone to Old Madras Baking Company in the past for buying bread but never sat down and had a meal there. We were out on a Saturday morning to check out a house right opposite this place. It was raining and my husband wanted to have some coffee and that is how we landed up here. The place is very chilled out, there was no one at our table to check what we wanted to order despite the place being almost empty.My husband placed the order for us,a mushroom omelette for me and a roasted mushroom makhani sandwich for him. I'm usually not a coffee person but the weather demanded a hot beverage and filter coffee was the first thing that came to my mind. We ordered 2 filter coffees and 1 bagel with cream cheese. The bagel was amazing with the coffee. I'm not a big fan of cream cheese but my husband is and he loved it. We made a pact to go for breakfast every Saturday mornings after this because I realised what an important meal I was missing due to my laziness :)Would recommend this place to everyone for sure. I for sure am going back again for the bagels and coffee!	5.0	7/21/2018 14:27	recommandé	Restaurant Tokyo	Hospitality and service: 4	2018-11-23	Bibimbap;Tom Yum;Satay;Satay	80.48	10	12	Camille Duval	Avis mensonger
It's a nice, cozy cafe and has a pleasant ambience. I tried the red velvet pastry here, decent enough I would say! Coffees at the place are also worth a try!	4.0	7/15/2018 23:37	recommandé	Le Bistrot du Coin	Delivery: 5	2018-10-03	Galette complète;Tournedos Rossini;Pot-au-feu;Crème brûlée	51.25	11	14	Nolan Jones	Avis offensant
Filter Coffee Croissant cravings get satiated here. It hums with a beat synced with mine. Tasting one at a time to control calories. They have got a wide array of goodies. Custard bun banana cake Danish etc etc. Variety of cheese preserves pickles. If they can get their over the door air blowers to keep the flies away... I would have given 5*.	4.0	7/15/2018 12:50	recommandé	Brasserie de la Gare	Hospitality and service: 5	2018-11-08	Laksa	29.43	17	18	Léane Williams	Avis mensonger
Taste was good but the croissant became moist because it was packed along with omlette. please ensure appropriate packing.	4.0	7/15/2018 9:04	recommandé	Chez André	Hospitality and service: 3	2018-07-30	Boulets à la liégeoise	25.22	7	8	Camille Do	Avis mensonger
It's a calm place to have breakfast at, they open as early as 7am in the morning. You can see them bake fresh bread, everything is fresh here. The coffee is amazing here. A go to place for a nice start!	5.0	7/15/2018 8:02	à éviter d'urgence	Taco Loco	Hospitality and service: 0	2018-09-02	Enchiladas;Fajitas;Tostadas	41.1	13	16	Gaspard Garcia	Avis offensant
the edd didn't have any taste, the croissant was not crispy. instead of packing both in one big box, you can use 2 small ones so that the croissant remains crispy. total waste of money for this order	1.0	7/14/2018 11:15	à éviter d'urgence	Le Palais des Saveurs	Hospitality and service: 4	2018-09-16	Spring Rolls;Nasi Goreng;Spring Rolls	53.43	12	14	Ethan Mendes	Avis offensant
the the chicken on the sandwich was stale and inedible . highly unprofessional from a restaurant like yours I want my money refunded	1.0	7/13/2018 10:30	à éviter d'urgence	Chez Pierre	Hospitality and service: 1	2018-11-23	Gratin Dauphinois;Blanquette de lotte;Salade Lyonnaise	50.019999999999996	18	19	Clara Simon	Avis offensant
The Old Madras has been our go to place for some nice coffee with a sandwich whenever the weather is nice and you want to enjoy it sitting outdoor.The coffee is quite good, with a lot of variations available. The best part is the freshly baked breads. Those beautiful, soft breads make the sandwiches all the more tasty when grilled with butter. Even the puffs and Victoria cake are nice to have.Coming to the worst part - the service. In all my visits over the past couple of months, this has been the biggest turn off about this place. Almost always, I had to go to the counter to place the order instead of a waiter coming over. Second would be the cleanliness of the outdoor seating. More often than not, you can see flies buzzing over the tables. Though the kitchen looks quite hygienic.	3.0	7/8/2018 23:08	déconseillé	Le Bistrot Asiatique	Delivery: 4	2019-05-13	Gyoza	16.46	13	15	Margot Marquez	Avis offensant
Go for filter coffee and sandwich especially during monsoon 😍Prices are not too high and they also have variety of bakery items to choose from as well	4.0	7/8/2018 16:42	à éviter d'urgence	Le Bistro du Quartier	Hospitality and service: 4	2018-09-06	Bouef à la mode;Quesadillas	45.96	16	18	Julia Sánchez	Avis mensonger
Breakfast The Old Madras Baking Company ...is really something people should be aware about...the ambience and the service would make your soul and heart happy 😃Starting with veg white pasta and ending with a good cup of cold coffee...what else do u need to pamper yourself on weekends 😃	4.0	7/7/2018 11:00	recommandé	Le Bistrot Asiatique	Hospitality and service: 2	2019-06-30	Satay;Nasi Goreng;Kung Pao Chicken	58.2	13	14	Esteban Huang	Avis offensant
food not as order	2.0	7/7/2018 7:51	déconseillé	Pizzeria Bella Napoli	Hospitality and service: 1	2019-06-15	Polenta;Ravioli al Burro e Salvia	37.46	14	15	Camille Ho	Avis mensonger
Hidden away in gachibowli lies this amazing bakery! The chocolate cake is to kill for. The pastry and the bread are super soft and melts in the mouth. Apple muffin, chicken pot pie, Nutella doughnut, chocolate babka are some of my favorites. If here, do not miss out on the chocolate cake. P.S you get the best coffee too.	5.0	7/4/2018 17:54	recommandé	Le Bistrot de Bruxelles	Hospitality and service: 5	2018-08-11	Couques de Dinant;Ravioli al Burro e Salvia	13.879999999999999	7	10	Louise Petit	Avis offensant
Simply Wow. What a taste, concept, ambience, service. They did everything perfect. My favourite place to go when I am at office and crave for some food. After this, I really want to visit chennai once.	5.0	6/29/2018 7:35	recommandé	Osteria Italia	Hospitality and service: 4	2018-11-21	Cannelloni alla Fiorentina;Cannelloni alla Fiorentina;Caprese (Insalata Caprese);Pizza Margherita	60.29	14	16	Louis Truong	Avis mensonger
This place is located near the HDFC Bank inside the Meenakshi Bamboos Commercial complex in the Gachibowli area. I went there along with a friend as I read great reviews about their Doughnuts and Cakes.My First impression about this place was that it had a nice decor and relaxed seating areas, both indoor and outdoor. We went there around 1 p.m. and it was very hot, so we opted for sitting indoor.We tried many cakes, cookies and doughnuts here and I liked most of them but my favorite are:a) Red Velvet Doughnut [Rs.60] which was freshly baked and was stuffed with gooey cream filling.b) Salted Nutella Doughnut [Rs.75] which was very soft and stuffed with Nutella.c) Banana Cake [Rs.155] which was moist, soft and cake like sweet bread.d) Dark Chocolate Cookie [Rs.50] which was once again very soft but was not too sweet.epicureantales.com	4.0	6/28/2018 0:14	à éviter d'urgence	Le Lotus Bleu	Hospitality and service: 4	2019-04-24	Gyoza;Gyoza;Curry Laksa	63.88	19	22	Noé Hernandez	Avis mensonger
The restaurant is good, food is good. Ambience of the outdoor seating area is average. They really need to improve on the service front, it took the restaurant more than half an hour to prepare a coffee and a sandwich. There were no menus in the seating area. The setup is semi self service. You have to go to the counter to give the order but they will serve you at your seat.	3.0	6/27/2018 17:57	déconseillé	La Table d'Amis	Delivery: 1	2018-11-10	Poulet basquaise;Crème brûlée;Salade Lyonnaise;Crème brûlée	88.71000000000001	18	21	Anaïs Durand	Avis offensant
stale pizza	1.0	6/26/2018 23:01	recommandé	Cantina del Sol	Hospitality and service: 0	2019-05-06	Chile Rellenos;Cochinita Pibil	28.25	11	13	Lison Roussel	Avis mensonger
I have been here twice and both the times for breakfast.... and I must say I love what they cook. Their bakery is fresh and a pure delight. Size of sandwiches is huge. omelettes are interesting and tasty.	4.0	6/23/2018 15:40	recommandé	Le Dragon Rouge	Hospitality and service: 0	2018-07-12	Bruschetta;Bulgogi;Laksa;Pad Thai	54.129999999999995	18	20	Alexandre daSilva	Avis offensant
I tried this places called Old Madras Baking Company and was pleasantly surprised with the ambiance and quality of food. Ordered a mushroom sandwich which came in brown bread with a pinch of basil and tomato sauce. The filling had bell peppers and there was no extra grease which was the best part.They bake fresh bread everyday and each of their items look so good. There is a variety of options like bagels, custard buns, brownies and croissants. I also tried their multi grain bread which has flax seeds, millets and other healthy seeds. It was totally yummy!Worth the price you pay for and for conscious eaters there's always an option here. They will customise food for you.	5.0	6/22/2018 10:02	recommandé	La Pâtisserie	Hospitality and service: 2	2019-03-31	Poulet basquaise	20.03	11	13	Julia Silva	Avis mensonger
I ate so much! Like sooo much! Because the food is yum! The interiors are good, I however Sat outside and it was beautiful and peaceful. The service is good, staff is courteous. Had the best bagel ever. Excellent experience.	5.0	6/19/2018 16:59	recommandé	Le Petit Bistrot	Hospitality and service: 4	2019-03-03	Tartare de boeuf;Soufflé au fromage	36.31	7	8	Simon Joly	Avis offensant
This is an amazing place to hang out with your friends for a coffee.. their breads are amazing as they bake fresh everyday... I have a big craving for their Spinach Corn and Cheese toast and also for their cinnamon bomb... their donuts are really good specially the salted nuttela and the Elvis donuts.... don’t ever miss their Chennai filter coffee, over all a great place and very customer friendly.. just a small let down compared to their Chennai outlets they lack few items hopefully they get back the way how it is in Chennai... a must go place in Hyderabad..	4.0	6/2/2018 16:36	recommandé	La Brasserie du Port	Hospitality and service: 2	2018-12-13	Galette complète;Steak frites	26.349999999999998	11	12	Lilou Bonnet	Avis mensonger
Though I had very less variety of food here, I am quite impressed with their quality and taste. Really appreciate the ambience, pretty clean place. Their speciality is breads, try their bread for sure. Garlic bread is awesome here.Very detailed menu and professional to core, they stick to basics and don't try to satisfy every cuisine.	4.0	5/30/2018 17:25	recommandé	Ristorante Amici	Hospitality and service: 3	2018-11-29	Bruschetta;Bruschetta	40.230000000000004	17	19	Lola Roussel	Avis mensonger
I love this place so much that I forget clicking any pictures everytime I go there. Spinach feta cheese omelette, plain bagel with cream cheese, antipesti pesto sandwich and chicken sausage roll are some must haves. Cakes are a bit too 'bready' if that is a word.	5.0	5/27/2018 19:19	recommandé	La Maison de la Bière	Hospitality and service: 3	2018-12-27	Moules-frites;Sole meunière;Fajitas;Fajitas	92.4	16	17	Bastien Moreau	Avis mensonger
One definitely have to try their coconut bun and cream cheese bagels. Bread loafs are so fresh here, and we can get variety of cheese. Super place to hangout.	5.0	5/23/2018 16:25	recommandé	Café Rio	Hospitality and service: 0	2019-04-15	Tostadas;Guacamole;Tostadas	52.47	20	23	Léo Perez	Avis mensonger
I liked the ambience, the wooden tables looked great and I was able to take some beautiful snaps. The service was prompt. I ordered Victoria cake, red velvet brownie and chocolate croissant. The Victoria cake had a layer of cream and blueberry sauce sandwiched between two slices of sponge cake, it tasted delicious. In the croissant, the chocolate reminded me of Cadbury diary milk and red velvet brownie was good too.	4.0	5/22/2018 22:36	recommandé	Brasserie de la Gare	Hospitality and service: 1	2019-01-22	Bouef à la mode;Tartare de boeuf;Tartare de boeuf;Navarin d'agneau	88.01999999999998	18	20	Léonie Kang	Avis mensonger
Good place for bakery food. Mutligrain cereal bread tasted good and desserts are awesome. Had Red velvet donut and Apple muffin.The cakes are little over priced but you can get for what you have paid for ..	4.0	5/22/2018 21:38	recommandé	Café Parisien	Hospitality and service: 0	2018-05-24	Galette complète;Pot-au-feu;Fondue savoyarde;Salade Lyonnaise	68.23	9	11	Célia Gomez	Avis mensonger
Visited this place on a hot sultry morning. Ordered a red sauce pasta and a veg feta pizza. Both the dishes tasted good. Timely service and a good place to hangout and chill. Will surely visit this place, if i visit Hyderabad again.	4.0	5/17/2018 3:19	recommandé	Le Petit Café	Hospitality and service: 4	2018-10-11	Salade Lyonnaise;Canard à l'orange;Pâté en croûte;Poulet basquaise	66.02	18	20	Nathan Laurent	Avis offensant
Great place! It's right next to my colony so it's super convenient in case I'm craving a croissant in the morning or want a lemonade after s	3	12/4/2018 10:28	déconseillé	Le Café des Artistes	Hospitality and service: 2	2019-11-11	Steak frites	16.64	9	10	Raphaël Lefebvre	Avis offensant
Ambiance:- Awesome . 4 out of 5Cleanliness- Good, 4 out of 5Service- Good , 4 out of 5Food- Good , 4 out of 5Recommendation:- You can go for it.Table booking :- need to book a table (In maximum cases)We had been to there for a Sunday dinner.We had chicken lollypop,chicken lasooni tandoor and chicken dum biriyani.Lasooni tandoor was good but a bit flat in taste. There were no much spices.Chicken lollypop was good .Dum biriyani was superb with the tender chicken pieces.The service and staff were awesome at there part.Great work. Looking forward for another dinner party.	4	12/2/2018 19:56	recommandé	Le Bistrot de Liège	Hospitality and service: 0	2019-09-23	Boulets à la liégeoise;Boulets à la liégeoise	33.05	11	13	Axel Huynh	Avis offensant
The place was in the list when my friends told about that, the ambience is awesome, everything about the place is design to give a wow feeling,Coming to the food part , food is very tasty ,finger licking, the portion size is also good enough.	5	12/2/2018 16:35	recommandé	Le Petit Gourmet	Hospitality and service: 3	2019-06-09	Steak frites	29.14	10	12	Laure Lefevre	Avis offensant
Ask anyone what you like about Hyderabad the most, the answer is always Food! Hyderabadi food has played a pivotal role in making the city one of the most culturally diverse cities in India! Irrespective of which state you are and kind of palate you have, Hyderabadi food will make its way to your heart with its rich generous flavors! But where to eat in Hyderabad? As an ardent foodie, I get this question asked, all the time. So to my non-Hyderabadi friends I have always been recommending legendary Irani restaurants for Biryani and or any Hyderabadi dish. Because i believe the true flavors of a region are found in its oldest lanes!But that has changed now. Thanks to the unstoppable pace at which the city is growing, even the legacy restaurants have adapted to the change because of the loved showered on them by the urban population. Now a corporate techie doesn't have to travel all the way to the old city to taste an authentic Biryani. The legendary outlets are expanding themselves to every part of the city where they see the love for them! In the last 5-7 years, some oldest names have made a never-before effort to step out of their comfort old city zone and entered the Cyberabad area.One such new entrant is Hyderabadi Dawat. It is not a legendary name but the people that are running it are definitely lived this cuisine! And its evident in their authentic Hyderabadi food.Hyderabadi Daawat is located at Gachibowli-Kondapur road. It is a beautiful family dining restaurant with an elegant and royal ambiance. Just how Hyderabadis like it! The menu, as expected, looks as if taken straight out of a Nawabi Hyderabadi Wedding reception!We were invited to try their exquisite food on a weekday evening! We started with a Mutton based shorba which was perfect in taste but could have been a little thicker! The starters started with Achari Paneer Tikka which was surprisingly good. Though not their forte, it had perfect Taste and softness! The veg Shami was another great starter! The only veg blogger amongst us was so happy to experience the unexpected!Then came the first non-veg starter, the Murgh Kalmi Kebab! Chicken Thighs marinated and then char-grilled to perfection. It had a gooey texture that probably came from the ghee! It was an amazing starter with a great aroma and succulent chicken!Then came Seekh kebab, something i am very critical about. Because most of them get it wrong with unnecessary spices and artificial colors! But this one at Hyderabadi Daawat made me feel like home! It had the perfect Hyderabadi taste and the meat was fresh and succulent. Had a proper Seekh Kebab after a long time!Tandoori Jhinga was just good! Nothing great but then no flaws either!Their special feature of the evening were three great delicacies!The first one was the Sikandari Raan, a whole lamb leg marinated with whole spices and then char-grilled and topped with dry fruits! It was one hell of a royal dish! But the meat could have been cooked more. In fact, to a fall-off-the-bone level.The second khaas peshkash was Chelo Kebab Platter! A Persian delicacy that consists of Rice, a Seekh kebab and other kebabs beautifully arranged on a platter! This dish was so beautifully plated, we didn't want to disturb it and just keep clicking it! Nevertheless, the kebab was soft, succulent and full of flavours. Not very spicy though!Finally, it was time for the king of them all, the Murgh Musallam. A Mughlai masterpiece wherein a whole chicken bird is stuffed with minced meat, boiled eggs. Then marinated with curd and lot of spices and grilled. It is then topped with a thick gravy which gives it a whole new flavor. See the pics and decide for yourself!That was our Nawabi Hyderabadi Daawat at this royal restaurant!I'm glad the Hyderabadi Cuisine is now going fine dine!Take my word, Hyderabadi Daawat serves, authentic Hyderabadi food!	5	11/27/2018 2:38	recommandé	Le Petit Belge	Hospitality and service: 2	2019-09-16	Stoofvlees;Couques de Dinant;Moules-frites	39.54	15	18	Emma Li	Avis mensonger
awesome food.....found hidden traditional hyderabadi food at gachibowli....love to go repeatedly for the awesome taste and splendid interior.....had mutton dum biryani with original aroma of spices....very nice place to go....keep it up guys.....You have taste only the requirement is publicity!!!!!!	5	11/24/2018 20:26	recommandé	Le Bistrot de la Mer	Hospitality and service: 3	2019-04-19	Canard à l'orange;Pâté en croûte;Steak frites	80.78	8	11	Anaïs Durand	Avis offensant
quick delivery	5	11/23/2018 17:09	recommandé	Au Bon Pain	Hospitality and service: 1	2019-09-29	Soufflé au fromage;Navarin d'agneau	51.35	12	13	Bastien Dubois	Avis offensant
Went for a casual with my roomie to this place. The ambience was nice and looked like a good restaurant. Ordered Chicken Shorba, which is similar to soup prepared in chicken stew and pepper. For starters ordered Tandoori murgh Adraki, it was served hot and really delightful. The taste was awesome and chicken was properly tandoored. In the same course we ordered the usual tandoori roti and Murg tikka lababdar. Murg tikka was awesome, it was not too spicy nor too blunt, it was perfect gravy with boneless chicken.Only word of advice for the management is PLEASE STOP APPLYING GST ON PRODUCTS SOLD AT MRP SUCH AS COLD DRINKS AND WATER BOTTLES. GST should not be calculated on those products.Food:5/5Ambience:4/5Hospitality:4/5Hygiene:3/5(table was not properly cleaned)Value for money:3.5/5	4	11/22/2018 21:56	recommandé	Chez Lucien	Hospitality and service: 1	2018-12-14	Blanquette de lotte;Pain à la grecque;Poulet basquaise;Salade Lyonnaise	90.31	9	12	Agathe Lin	Avis mensonger
Dum biryani @ it's finest. They wrap up the hyderabadi flavour quite well and have started to be known in the biryani and food circles of Hyderabad now.Ordered Hyderabadi chicken dum biryani for a late lunch 2.0 😂 today. They did not dissapoint me and I am happy I chose this place to order.For a good, lip smacking tasty hyderabadi dum biryani, you may definitely go ahead and order from them.Their packaging and service is also neat and hygienic. To be noted.Recommended.Food: 4/5Service: 4/5	4	11/22/2018 17:45	recommandé	Restaurant Tokyo	Hospitality and service: 3	2019-07-13	Satay;Tom Yum	35.58	12	14	Anaëlle Carvalho	Avis offensant
Good Food and Great Ambience. I have visited multiple times, tried Mutton biryani, Chicken biryani, Sholay Kebab and Shorba etc at different occasions. I got served with perfection. 😍	5	11/17/2018 8:20	recommandé	El Rancho	Hospitality and service: 0	2018-12-31	Miso Soup;Huevos Rancheros	47.26	13	14	Célia Neves	Avis offensant
I happen to visit Hyderabadi daawat with family .. 14 members.. after long time v gotto taste authentic Hyderabad nawabi food, sikandari raan, kababs, n soo on were js awesome. Good service and decent ambience.. Sitting is super comfortable especially when you visit with family.. m planning to checkout other dishes as well... a must try for Hyderabad nawabi kind of food lovers..	5	11/17/2018 0:24	recommandé	Restaurant Sakura	Delivery: 0	2019-01-26	Tom Yum;Tom Yum;Ramen	62.72	19	20	Gaspard Lee	Avis offensant
We have gone for veg buffet and the starters were not sufficient for even 4 or 5 people. No starters were served even after an hour. Taste wasnt good at all of any item. Not worth any penny.	1	11/16/2018 13:56	à éviter d'urgence	Le Palais des Saveurs	Hospitality and service: 1	2019-04-21	Dim Sum;Nasi Goreng;Spring Rolls	57.84	13	14	Thomas Kang	Avis mensonger
awesome taste	5	11/15/2018 18:55	recommandé	La Maison du Pho	Hospitality and service: 1	2018-12-03	Tom Yum;Ramen;Ramen	65.44	9	10	Arthur Laurent	Avis offensant
Very Delicious	5	11/15/2018 16:25	recommandé	La Pâtisserie	Hospitality and service: 5	2019-03-25	Clafoutis aux cerises;Potjesvlees;Soufflé au fromage	24.04	10	13	Esteban Fernandes	Avis offensant
Nice little place for lunch parties. We were almost 100 people and went for lunch buffet. The ambiance is okayish nothing to write about but seating arrangement is quite spacious. Coming to food we were served with 3 starters chicken malai kebab, chicken lollipop and Apollo fish. All of three were awesome also the vegetarian ones also tasted nice. Didn't try main course much as I was enough but there were enough varieties in chicken mutton and prawn. In desert there was one kheer and one Gil a firdoos really well made. Overall a pleasant experience.	4	11/15/2018 13:25	recommandé	Le Cercle des Gourmets	Hospitality and service: 2	2019-03-08	Boulets à la liégeoise;Anguilles au vert;Sole meunière	31.74	14	17	Océane Liu	Avis offensant
Excellent....Taste and consistent taste.....This is my second time and love to go for Ambience and Taste. Especially Chilo Kabab and Biryani also good......	5	11/12/2018 22:06	recommandé	La Maison de la Bière	Hospitality and service: 5	2019-08-20	Salade liégeoise;Moules-frites;Salade liégeoise	76	16	17	Anaïs Pereira	Avis offensant
We had Murgh Musallam and it's really awesome. The gravy which is prepared is super tasty 😍😍😍.. chicken was cooked well and tender 😋😋😋 if you are a chicken lover, can try atleast once... The quantity is enough for 2... Pre-check with them for the availability of the dish before you order...Suggestion for team is to add little more rice to the dish.	4	11/11/2018 9:16	recommandé	El Rancho	Delivery: 0	2019-07-26	Guacamole;Chilaquiles	42.99	13	14	Clément Roux	Avis offensant
Visited this place today. We ordered murgh kalmi kebab, Tawa Fish & Chk Dum Biryani. Kalmi kebab is good. Fish is a bit smelly and the taste is average. We liked the biriyani very much. It took more time to prepare the food and the service is very good.	4	11/11/2018 4:23	recommandé	Ristorante Amici	Hospitality and service: 4	2019-01-03	Fettuccine Alfredo	26.65	17	20	Léon Vo	Avis offensant
